1.292770000000000000e+06,5.305670000000000000e+06,4.451836000000000000e+06,6.888917000000000000e+06,7.157852000000000000e+06,7.589670000000000000e+06
4.587218000000000000e+06,1.016027400000000000e+07,1.125947800000000000e+07,1.155419300000000000e+07,1.185838400000000000e+07,1.507164300000000000e+07
6.111578000000000000e+06,1.469539200000000000e+07,1.577682200000000000e+07,1.617668100000000000e+07,1.894656200000000000e+07,2.008268300000000000e+07
1.022959600000000000e+07,1.918233400000000000e+07,2.255249200000000000e+07,2.314903700000000000e+07,2.373402600000000000e+07,2.778137900000000000e+07
1.008796600000000000e+07,2.565956500000000000e+07,2.711668800000000000e+07,2.784707000000000000e+07,3.094636000000000000e+07,3.557119100000000000e+07
9.701874000000000000e+06,2.362031600000000000e+07,2.938790600000000000e+07,2.788833200000000000e+07,3.100002400000000000e+07,3.316224100000000000e+07
1.174311300000000000e+07,2.159621800000000000e+07,2.713403300000000000e+07,2.784561900000000000e+07,3.091340800000000000e+07,3.563545600000000000e+07
9.471871000000000000e+06,2.369570000000000000e+07,2.939073300000000000e+07,2.786648800000000000e+07,3.094242500000000000e+07,3.309533300000000000e+07
1.171811400000000000e+07,2.370218300000000000e+07,2.712997100000000000e+07,3.013396500000000000e+07,2.860799000000000000e+07,3.555135100000000000e+07
9.814968000000000000e+06,2.354039400000000000e+07,2.711224800000000000e+07,3.016465300000000000e+07,2.861896800000000000e+07,3.553700000000000000e+07
