9.800000000000000000e+01,6.541666666666667140e+01,9.400000000000000000e+01,9.250000000000000000e+01,9.758333333333334281e+01,9.850000000000000000e+01
4.816666666666666430e+01,9.800000000000000000e+01,9.341666666666667140e+01,9.608333333333334281e+01,9.800000000000000000e+01,9.716666666666667140e+01
3.916666666666666430e+01,9.683333333333332860e+01,9.708333333333332860e+01,9.300000000000000000e+01,9.350000000000000000e+01,9.800000000000000000e+01
1.991666666666666430e+01,9.766666666666667140e+01,9.750000000000000000e+01,9.750000000000000000e+01,9.750000000000000000e+01,9.883333333333334281e+01
3.366666666666666430e+01,9.800000000000000000e+01,9.750000000000000000e+01,9.708333333333332860e+01,9.750000000000000000e+01,9.800000000000000000e+01
3.441666666666666430e+01,9.666666666666667140e+01,9.733333333333332860e+01,9.266666666666667140e+01,9.850000000000000000e+01,9.800000000000000000e+01
3.625000000000000000e+01,9.250000000000000000e+01,9.150000000000000000e+01,9.650000000000000000e+01,9.766666666666667140e+01,9.800000000000000000e+01
3.141666666666666785e+01,9.700000000000000000e+01,9.750000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01
3.450000000000000000e+01,9.700000000000000000e+01,9.208333333333332860e+01,9.833333333333332860e+01,9.816666666666667140e+01,9.800000000000000000e+01
2.250000000000000000e+01,9.766666666666667140e+01,9.700000000000000000e+01,9.808333333333332860e+01,9.700000000000000000e+01,9.766666666666667140e+01
