1.300000000000000000e+01,7.633333333333332860e+01,9.741666666666665719e+01,9.733333333333332860e+01,9.766666666666667140e+01,9.783333333333334281e+01
7.183333333333332860e+01,9.800000000000000000e+01,9.283333333333332860e+01,9.750000000000000000e+01,9.825000000000000000e+01,9.850000000000000000e+01
3.850000000000000711e+01,9.716666666666665719e+01,9.800000000000000000e+01,9.750000000000000000e+01,9.750000000000000000e+01,9.800000000000000000e+01
2.250000000000000000e+01,9.300000000000000000e+01,9.800000000000000000e+01,9.466666666666667140e+01,9.750000000000000000e+01,9.800000000000000000e+01
1.900000000000000000e+01,9.700000000000000000e+01,9.750000000000000000e+01,9.750000000000000000e+01,9.650000000000000000e+01,9.783333333333334281e+01
3.566666666666667140e+01,9.641666666666667140e+01,9.800000000000000000e+01,9.550000000000000000e+01,9.800000000000000000e+01,9.850000000000000000e+01
3.258333333333333570e+01,9.750000000000000000e+01,9.750000000000000000e+01,9.791666666666665719e+01,9.816666666666667140e+01,9.733333333333332860e+01
3.175000000000000000e+01,9.800000000000000000e+01,9.741666666666667140e+01,9.725000000000000000e+01,9.750000000000000000e+01,9.750000000000000000e+01
2.350000000000000000e+01,9.791666666666667140e+01,9.841666666666667140e+01,9.616666666666667140e+01,9.750000000000000000e+01,9.800000000000000000e+01
2.450000000000000000e+01,9.750000000000000000e+01,9.708333333333332860e+01,9.841666666666665719e+01,9.791666666666667140e+01,9.800000000000000000e+01
