1.379333333333333258e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.378083333333333258e+03,1.374750000000000000e+03,1.376000000000000000e+03
1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.371250000000000000e+03,1.380000000000000000e+03,1.338333333333333258e+03
1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03
1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.335000000000000000e+03,1.376666666666666742e+03
1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.376666666666666742e+03
1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03
1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03
1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03
1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03
1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.380000000000000000e+03,1.376666666666666742e+03,1.380000000000000000e+03
